time_s cwnd_bytes
10.4932 99121
10.4985 99142
10.503 99163
10.5059 99184
10.5104 99205
10.5149 99226
10.5185 99247
10.5222 99268
10.5259 99289
10.5296 99310
10.5332 99331
10.5386 99352
10.5422 99373
10.5451 99394
10.5479 99415
10.5533 99436
10.5569 99457
10.5598 99478
10.5643 99499
10.5671 99520
10.5708 99541
10.5728 99562
10.5765 99583
10.581 99604
10.5847 99625
10.5859 99646
10.5904 99667
10.5949 99688
10.5969 99709
10.5997 99730
10.6018 99751
10.6046 99772
10.6075 99793
10.6111 99814
10.6132 99835
10.63 99856
10.6345 99876
10.6365 99896
10.6386 99916
10.6422 99936
10.6459 99956
10.6504 99976
10.6549 99996
10.6586 100016
10.6631 100036
10.6668 100056
10.6721 100076
10.6766 100096
10.6827 100116
10.6889 100136
10.6958 100156
10.7012 100176
10.7065 100196
10.7126 100216
10.718 100236
10.7224 100256
10.7253 100276
10.7298 100296
10.7351 100316
10.7404 100336
10.7449 100356
10.7486 100376
10.7539 100396
10.7593 100416
10.7638 100436
10.7699 100456
10.7752 100476
10.7797 100496
10.7859 100516
10.7912 100536
10.7965 100556
10.7994 100576
10.8039 100596
10.8083 100616
10.812 100636
10.8157 100656
10.8194 100676
10.823 100696
10.8267 100716
10.832 100736
10.8357 100756
10.8394 100776
10.8422 100796
10.8476 100816
10.8512 100836
10.8541 100856
10.8586 100876
10.8614 100896
10.8659 100916
10.868 100936
10.8716 100956
10.8761 100976
10.8798 100996
10.8818 101016
10.8863 101036
10.8908 101056
10.8928 101076
10.8957 101096
10.8977 101116
10.9014 101136
10.9042 101156
10.9079 101176
10.9099 101196
10.9251 101216
10.9296 101236
10.9317 101256
10.9345 101276
10.9357 101296
10.9386 101316
10.9422 101336
10.9467 101356
10.9512 101376
10.9541 101396
10.9586 101416
10.9623 101436
10.9676 101456
10.9721 101476
10.9782 101496
10.9835 101516
10.9897 101536
10.995 101556
11.0003 101576
11.0065 101596
11.0118 101616
11.0163 101636
11.02 101656
11.0236 101676
11.029 101696
11.0335 101716
11.038 101736
11.0416 101756
11.047 101776
11.0523 101796
11.0568 101816
11.0629 101836
11.0682 101856
11.0727 101876
11.0789 101896
11.0842 101916
11.0895 101936
11.0924 101956
11.0969 101976
11.1022 101996
11.1059 102016
11.1096 102036
11.1132 102056
11.1169 102076
11.1206 102096
11.1259 102116
11.1296 102136
11.1332 102156
11.1361 102176
11.1414 102196
11.1451 102216
11.1479 102236
11.1533 102256
11.1561 102276
11.1606 102296
11.1626 102316
11.1663 102336
11.1708 102356
11.1753 102376
11.1773 102396
11.1818 102416
11.1863 102436
11.1883 102456
11.1912 102476
11.194 102496
11.1977 102516
11.2006 102536
11.2042 102556
11.2063 102576
11.2207 102596
11.2251 102616
11.2272 102636
11.23 102656
11.2312 102676
11.2341 102696
11.2377 102716
11.2422 102736
11.2467 102756
11.2488 102776
11.2508 102796
11.2545 102816
11.2581 102836
11.2635 102856
11.268 102876
11.2741 102896
11.2786 102916
11.2848 102936
11.2892 102956
11.2946 102976
11.3007 102996
11.306 103016
11.3114 103036
11.315 103056
11.3187 103076
11.3232 103096
11.3277 103116
11.3322 103136
11.3359 103156
11.3404 103176
11.3457 103196
11.3502 103216
11.3563 103236
11.3617 103256
11.3662 103276
11.3723 103296
11.3776 103316
11.3829 103336
11.3858 103356
11.3903 103376
11.3956 103396
11.3993 103416
11.403 103436
11.4066 103456
11.4103 103476
11.414 103496
11.4193 103516
11.423 103536
11.4266 103556
11.4303 103576
11.4356 103596
11.4393 103616
11.4422 103636
11.4475 103656
11.4503 103676
11.4548 103696
11.4577 103716
11.4614 103736
11.4659 103756
11.4704 103776
11.4724 103796
11.4769 103816
11.4814 103836
11.4834 103856
11.4871 103876
11.4899 103896
11.4936 103916
11.4964 103936
11.5001 103956
11.5021 103976
11.5157 103996
11.5202 104016
11.5222 104036
11.5251 104056
11.5271 104076
11.53 104096
11.5336 104116
11.5381 104136
11.5426 104156
11.5446 104176
11.5467 104196
11.5503 104216
11.5516 104236
11.5544 104256
11.5597 104276
11.5642 104296
11.5695 104316
11.574 104336
11.5802 104356
11.5847 104376
11.5892 104396
11.5953 104416
11.6006 104436
11.6068 104456
11.6105 104476
11.6141 104496
11.6178 104516
11.6223 104536
11.6268 104556
11.6305 104576
11.635 104596
11.6395 104616
11.644 104636
11.6501 104656
11.6546 104676
11.6599 104696
11.6653 104716
11.6706 104736
11.6759 104756
11.6796 104776
11.6841 104796
11.6894 104816
11.6931 104836
11.6967 104855
11.7004 104874
11.7041 104893
11.7078 104912
11.7131 104931
11.7168 104950
11.7204 104969
11.7241 104988
11.7294 105007
11.7331 105026
11.736 105045
11.7413 105064
11.7449 105083
11.7494 105102
11.7523 105121
11.756 105140
11.7605 105159
11.765 105178
11.7678 105197
11.7715 105216
11.776 105235
11.7788 105254
11.7825 105273
11.7854 105292
11.789 105311
11.7919 105330
11.7956 105349
11.7976 105368
11.8103 105387
11.8148 105406
11.8168 105425
11.8205 105444
11.8225 105463
11.8254 105482
11.8291 105501
11.8336 105520
11.8381 105539
11.8401 105558
11.8421 105577
11.8458 105596
11.8478 105615
11.8507 105634
11.8519 105653
11.8564 105672
11.8609 105691
11.8654 105710
11.8698 105729
11.876 105748
11.8805 105767
11.8842 105786
11.8903 105805
11.8956 105824
11.9026 105843
11.9063 105862
11.9091 105881
11.9128 105900
11.9173 105919
11.9218 105938
11.9255 105957
11.93 105976
11.9336 105995
11.9381 106014
11.9435 106033
11.948 106052
11.9533 106071
11.9586 106090
11.9639 106109
11.9692 106128
11.9729 106147
11.9774 106166
11.9827 106185
11.9864 106204
11.9909 106223
11.9946 106242
11.9983 106261
12.0019 106280
12.0072 106299
12.0109 106318
12.0146 106337
12.0183 106356
12.0236 106375
12.0273 106394
12.0301 106413
12.0354 106432
12.0391 106451
12.0436 106470
12.0465 106489
12.0501 106508
12.0555 106527
12.06 106546
12.0628 106565
12.0665 106584
12.071 106603
12.0738 106622
12.0775 106641
12.0803 106660
12.084 106679
12.0869 106698
12.0905 106717
12.0934 106736
12.1053 106755
12.1098 106774
12.1118 106793
12.1155 106812
12.1175 106831
12.1204 106850
12.124 106869
12.1285 106888
12.133 106907
12.1359 106926
12.1379 106945
12.1416 106964
12.1436 106983
12.1465 107002
12.1485 107021
12.153 107040
12.1567 107059
12.1612 107078
12.1632 107097
12.166 107116
12.1722 107135
12.1767 107154
12.1795 107173
12.1857 107192
12.191 107211
12.198 107230
12.2025 107249
12.2045 107268
12.2082 107287
12.2127 107306
12.2172 107325
12.2208 107344
12.2253 107363
12.229 107382
12.2335 107401
12.238 107420
12.2425 107439
12.2478 107458
12.2523 107477
12.2576 107496
12.263 107515
12.2666 107534
12.2711 107553
12.2765 107572
12.2801 107591
12.2846 107610
12.2891 107629
12.2928 107648
12.2956 107667
12.301 107686
12.3046 107705
12.3083 107724
12.312 107743
12.3173 107762
12.321 107781
12.3247 107800
12.3292 107819
12.3337 107838
12.3381 107857
12.341 107876
12.3447 107895
12.35 107914
12.3545 107933
12.3573 107952
12.361 107971
12.3655 107990
12.3684 108009
12.372 108028
12.3757 108047
12.3794 108066
12.3822 108085
12.3859 108104
12.3888 108123
12.3998 108142
12.4043 108161
12.4064 108180
12.41 108199
12.4129 108218
12.4157 108237
12.4194 108256
12.4239 108275
12.4284 108294
12.4313 108313
12.4333 108332
12.437 108351
12.439 108370
12.4427 108389
12.4447 108408
12.4492 108427
12.4529 108446
12.4574 108465
12.4594 108484
12.4622 108503
12.4684 108522
12.472 108541
12.4741 108560
12.4753 108579
12.4814 108598
12.4867 108617
12.4937 108636
12.4982 108655
12.5002 108674
12.5039 108693
12.5084 108712
12.5129 108731
12.5166 108750
12.5211 108769
12.5247 108788
12.5292 108807
12.5329 108826
12.5374 108845
12.5427 108864
12.5472 108883
12.5517 108902
12.5571 108921
12.5607 108940
12.5652 108959
12.5705 108978
12.5742 108997
12.5787 109016
12.5832 109035
12.5869 109054
12.5897 109073
12.5951 109092
12.5987 109111
12.6024 109130
12.6061 109149
12.6114 109168
12.6151 109187
12.6188 109206
12.6232 109225
12.6277 109244
12.6322 109263
12.6351 109282
12.6388 109301
12.6441 109320
12.6486 109339
12.6523 109358
12.6559 109377
12.6604 109396
12.6633 109415
12.667 109434
12.6706 109453
12.6743 109472
12.6772 109491
12.6808 109510
12.6837 109529
12.6939 109548
12.6984 109567
12.7013 109586
12.705 109605
12.7078 109624
12.7107 109643
12.7143 109662
12.7188 109681
12.7233 109700
12.7262 109719
12.7282 109738
12.7319 109757
12.7347 109776
12.7384 109795
12.7404 109814
12.7449 109833
12.7486 109852
12.7531 109871
12.7551 109890
12.758 109909
12.7641 109928
12.7678 109947
12.7698 109966
12.771 109985
12.7772 110004
12.7825 110023
12.7845 110042
12.7898 110061
12.7943 110080
12.7964 110099
12.8 110118
12.8045 110137
12.809 110156
12.8127 110175
12.8172 110194
12.8209 110213
12.8245 110232
12.8282 110251
12.8327 110270
12.838 110289
12.8425 110308
12.847 110327
12.8515 110346
12.856 110365
12.8597 110383
12.865 110401
12.8687 110419
12.8732 110437
12.8777 110455
12.8814 110473
12.8842 110491
12.8895 110509
12.8932 110527
12.8969 110545
12.9006 110563
12.9059 110581
12.9095 110599
12.9132 110617
12.9177 110635
12.9222 110653
12.9267 110671
12.9296 110689
12.9332 110707
12.9386 110725
12.9431 110743
12.9467 110761
12.9504 110779
12.9549 110797
12.9578 110815
12.9614 110833
12.9651 110851
12.9696 110869
12.9724 110887
12.9761 110905
12.979 110923
12.9884 110941
12.9929 110959
12.9958 110977
12.9994 110995
13.0023 111013
13.0051 111031
13.0096 111049
13.0141 111067
13.0186 111085
13.0215 111103
13.0235 111121
13.0272 111139
13.03 111157
13.0337 111175
13.0357 111193
13.0402 111211
13.0439 111229
13.0484 111247
13.0504 111265
13.0541 111283
13.0594 111301
13.0631 111319
13.0651 111337
13.0671 111355
13.0725 111373
13.0786 111391
13.0806 111409
13.086 111427
13.0872 111445
13.0908 111463
13.0929 111481
13.0965 111499
13.101 111517
13.1055 111535
13.1092 111553
13.1137 111571
13.1165 111589
13.1202 111607
13.1239 111625
13.1284 111643
13.1337 111661
13.1382 111679
13.1427 111697
13.1464 111715
13.1517 111733
13.1554 111751
13.1599 111769
13.1635 111787
13.168 111805
13.1725 111823
13.1762 111841
13.1791 111859
13.1844 111877
13.1881 111895
13.1917 111913
13.1954 111931
13.2007 111949
13.2044 111967
13.2081 111985
13.2126 112003
13.2171 112021
13.2216 112039
13.2244 112057
13.2281 112075
13.2334 112093
13.2379 112111
13.2416 112129
13.2453 112147
13.2498 112165
13.2526 112183
13.2563 112201
13.2599 112219
13.2644 112237
13.2673 112255
13.271 112273
13.2738 112291
13.2833 112309
13.2878 112327
13.2906 112345
13.2943 112363
13.2971 112381
13.3 112399
13.3045 112417
13.309 112435
13.3135 112453
13.3163 112471
13.3183 112489
13.322 112507
13.3257 112525
13.3294 112543
13.3314 112561
13.3359 112579
13.3396 112597
13.3441 112615
13.3461 112633
13.3498 112651
13.3551 112669
13.3588 112687
13.3608 112705
13.3628 112723
13.3681 112741
13.3743 112759
13.3763 112777
13.3816 112795
13.3836 112813
13.3873 112831
13.3893 112849
13.393 112867
13.3942 112885
13.3979 112903
13.4024 112921
13.4061 112939
13.4097 112957
13.4126 112975
13.4163 112993
13.4199 113011
13.4244 113029
13.4298 113047
13.4343 113065
13.4388 113083
13.4424 113101
13.4477 113119
13.4514 113137
13.4551 113155
13.4588 113173
13.4633 113191
13.4678 113209
13.4714 113227
13.4743 113245
13.4796 113263
13.4833 113281
13.487 113299
13.4906 113317
13.496 113335
13.4996 113353
13.5033 113371
13.5078 113389
13.5115 113407
13.516 113425
13.5196 113443
13.5233 113461
13.5286 113479
13.5331 113497
13.5368 113515
13.5405 113533
13.545 113551
13.5478 113569
13.5515 113587
13.5552 113605
13.5597 113623
13.5625 113641
13.5662 113659
13.569 113677
13.5785 113695
13.5822 113713
13.5858 113731
13.5895 113749
13.5924 113767
13.5952 113785
13.5997 113803
13.6042 113821
13.6087 113839
13.6116 113857
13.6136 113875
13.6172 113893
13.6209 113911
13.6246 113929
13.6266 113947
13.6311 113965
13.6348 113983
13.6393 114001
13.6413 114019
13.645 114037
13.6503 114055
13.654 114073
13.656 114091
13.6589 114109
13.6634 114127
13.6703 114145
13.6724 114163
13.6777 114181
13.6797 114199
13.6834 114217
13.6854 114235
13.6891 114253
13.6911 114271
13.6939 114289
13.6984 114307
13.7021 114325
13.7058 114343
13.7078 114361
13.7098 114379
13.7127 114397
13.7164 114415
13.7209 114433
13.7262 114451
13.7307 114469
13.7344 114487
13.738 114505
13.7434 114523
13.747 114541
13.7507 114559
13.7544 114577
13.7589 114595
13.7634 114613
13.767 114631
13.7707 114649
13.7752 114667
13.7789 114685
13.7826 114703
13.7862 114721
13.7916 114739
13.7952 114757
13.7989 114775
13.8026 114793
13.8063 114811
13.8107 114829
13.8144 114847
13.8181 114865
13.8234 114883
13.8279 114901
13.8316 114919
13.8353 114937
13.8398 114955
13.8426 114973
13.8463 114991
13.8508 115009
13.8553 115027
13.8581 115045
13.8618 115063
13.8647 115081
13.8733 115099
13.8769 115117
13.8806 115135
13.8843 115153
13.8871 115171
13.8908 115189
13.8945 115207
13.899 115225
13.9035 115243
13.9063 115261
13.9092 115279
13.9129 115297
13.9165 115315
13.9202 115333
13.9222 115351
13.9267 115369
13.9304 115387
13.9349 115405
13.9369 115423
13.9406 115441
13.9459 115459
13.9496 115477
13.9516 115495
13.9545 115513
13.959 115531
13.9659 115549
13.968 115567
13.9733 115585
13.9753 115603
13.979 115621
13.981 115639
13.9847 115657
13.9875 115675
13.9904 115693
13.9949 115711
13.9985 115729
14.0022 115747
14.0042 115765
14.0063 115783
14.0091 115801
14.0103 115819
14.0132 115837
14.0177 115855
14.023 115873
14.0275 115891
14.0303 115909
14.034 115927
14.0393 115945
14.043 115963
14.0467 115981
14.0504 115999
14.0549 116017
14.0594 116035
14.063 116053
14.0667 116071
14.0712 116089
14.0749 116107
14.0785 116125
14.0822 116143
14.0875 116161
14.0912 116179
14.0949 116197
14.0986 116215
14.1014 116233
14.1059 116251
14.1096 116269
14.1133 116287
14.1186 116305
14.1231 116323
14.1267 116341
14.1304 116359
14.1349 116377
14.1378 116395
14.1414 116413
14.1459 116431
14.1504 116449
14.1533 116467
14.157 116485
14.1598 116502
14.1684 116519
14.1721 116536
14.1758 116553
14.1794 116570
14.1823 116587
14.186 116604
14.1896 116621
14.1941 116638
14.1986 116655
14.2015 116672
14.2043 116689
14.208 116706
14.2117 116723
14.2154 116740
14.2182 116757
14.2227 116774
14.2264 116791
14.2301 116808
14.2329 116825
14.2366 116842
14.2419 116859
14.2456 116876
14.2476 116893
14.2504 116910
14.2549 116927
14.2619 116944
14.2639 116961
14.2693 116978
14.2713 116995
14.275 117012
14.277 117029
14.2807 117046
14.2835 117063
14.2864 117080
14.2909 117097
14.2945 117114
14.2982 117131
14.3002 117148
14.3023 117165
14.3051 117182
14.3071 117199
14.31 117216
14.3145 117233
14.3157 117250
14.3202 117267
14.3239 117284
14.3267 117301
14.3304 117318
14.3357 117335
14.3394 117352
14.343 117369
14.3467 117386
14.3512 117403
14.3557 117420
14.3594 117437
14.3631 117454
14.3676 117471
14.3712 117488
14.3749 117505
14.3786 117522
14.3839 117539
14.3876 117556
14.3912 117573
14.3949 117590
14.3978 117607
14.4014 117624
14.4051 117641
14.4088 117658
14.4141 117675
14.4186 117692
14.4223 117709
14.426 117726
14.4305 117743
14.4333 117760
14.437 117777
14.4415 117794
14.446 117811
14.4488 117828
14.4525 117845
14.4553 117862
14.4631 117879
14.4668 117896
14.4705 117913
14.475 117930
14.4778 117947
14.4815 117964
14.4852 117981
14.4897 117998
14.4934 118015
14.497 118032
14.4999 118049
14.5035 118066
14.5072 118083
14.5109 118100
14.5137 118117
14.5182 118134
14.5219 118151
14.5256 118168
14.5284 118185
14.5321 118202
14.5374 118219
14.5411 118236
14.5431 118253
14.546 118270
14.5505 118287
14.5575 118304
14.5595 118321
14.5648 118338
14.5676 118355
14.5705 118372
14.5733 118389
14.577 118406
14.5799 118423
14.5827 118440
14.5872 118457
14.5909 118474
14.5946 118491
14.5966 118508
14.5986 118525
14.6015 118542
14.6035 118559
14.6063 118576
14.6108 118593
14.612 118610
14.6165 118627
14.6202 118644
14.6231 118661
14.6251 118678
14.6271 118695
14.6324 118712
14.6361 118729
14.6398 118746
14.6435 118763
14.648 118780
14.6524 118797
14.6561 118814
14.6598 118831
14.6643 118848
14.668 118865
14.6716 118882
14.6753 118899
14.6806 118916
14.6843 118933
14.688 118950
14.6917 118967
14.6945 118984
14.6974 119001
14.701 119018
14.7047 119035
14.71 119052
14.7145 119069
14.7174 119086
14.721 119103
14.7255 119120
14.7284 119137
14.7321 119154
14.7366 119171
14.7411 119188
14.7447 119205
14.7484 119222
14.7513 119239
14.7582 119256
14.7619 119273
14.7656 119290
14.7701 119307
14.7729 119324
14.7766 119341
14.7803 119358
14.7848 119375
14.7884 119392
14.7921 119409
14.795 119426
14.7986 119443
14.8023 119460
14.8068 119477
14.8097 119494
14.8133 119511
14.8178 119528
14.8207 119545
14.8244 119562
14.828 119579
14.8333 119596
14.837 119613
14.839 119630
14.8419 119647
14.8464 119664
14.8534 119681
14.8554 119698
14.8607 119715
14.8636 119732
14.8664 119749
14.8693 119766
14.8729 119783
14.8758 119800
14.8786 119817
14.8831 119834
14.8868 119851
14.8905 119868
14.8925 119885
14.8954 119902
14.8982 119919
14.9002 119936
14.9031 119953
14.9076 119970
14.9088 119987
14.9133 120004
14.9169 120021
14.9198 120038
14.9218 120055
14.9238 120072
14.9292 120089
14.9328 120106
14.9365 120123
14.9377 120140
14.9406 120157
14.9451 120174
14.9496 120191
14.9532 120208
14.9569 120225
14.9614 120242
14.9651 120259
14.9688 120276
14.9724 120293
14.9778 120310
14.9814 120327
14.9851 120344
14.9888 120361
14.9916 120378
14.9936 120395
14.9973 120412
15.001 120429
15.0063 120446
15.0108 120463
15.0137 120480
15.0165 120497
15.0218 120514
15.0247 120531
15.0284 120548
15.032 120565
15.0365 120582
15.0402 120599
15.0439 120616
15.0467 120633
15.0537 120650
15.0574 120667
15.061 120684
15.0655 120701
15.0684 120718
15.0721 120735
15.0757 120752
15.0802 120769
15.0839 120786
15.0876 120803
15.0904 120820
15.0941 120837
15.0978 120854
15.1023 120871
15.1051 120888
15.1088 120905
15.1133 120922
15.1161 120939
15.1198 120956
15.1235 120973
15.1288 120990
15.1325 121007
15.1345 121024
15.1374 121041
15.1419 121058
15.1488 121075
15.1509 121092
15.1562 121109
15.159 121126
15.1619 121143
15.1647 121160
15.1684 121177
15.1721 121194
15.1749 121211
15.1794 121228
15.1831 121245
15.1868 121262
15.1888 121279
15.1916 121296
15.1945 121313
15.1965 121330
15.1994 121347
15.2039 121364
15.2059 121381
15.2096 121398
15.2132 121415
15.2169 121432
15.2189 121449
15.221 121466
15.2263 121483
15.23 121500
15.2336 121517
15.2357 121534
15.2377 121551
15.2422 121568
15.2467 121585
15.2479 121602
15.2507 121619
15.2544 121636
15.2589 121653
15.2626 121670
15.2662 121687
15.2699 121704
15.2752 121721
15.2789 121738
15.2826 121755
15.2854 121772
15.2883 121789
15.2903 121806
15.294 121823
15.2977 121840
15.303 121857
15.3075 121874
15.3103 121891
15.3132 121908
15.3185 121925
15.3214 121942
15.325 121959
15.3287 121976
15.3324 121993
15.336 122010
15.3397 122027
15.3426 122044
15.3495 122061
15.3532 122078
15.3569 122095
15.3614 122112
15.3642 122129
15.3679 122146
15.3716 122163
15.3761 122180
15.3798 122197
15.3826 122214
15.3863 122231
15.39 122248
15.3936 122265
15.3981 122282
15.401 122299
15.4046 122316
15.4091 122333
15.412 122350
15.4157 122367
15.4193 122384
15.4247 122401
15.4283 122418
15.4304 122435
15.4332 122452
15.4377 122469
15.4447 122486
15.4467 122503
15.452 122520
15.4549 122537
15.4577 122554
15.4606 122571
15.4642 122588
15.4679 122605
15.4708 122622
15.4753 122639
15.4789 122656
15.4826 122673
15.4846 122690
15.4875 122707
15.4912 122724
15.4932 122741
15.496 122758
15.5005 122775
15.5026 122792
15.5062 122809
15.5099 122826
15.5136 122843
15.5156 122860
15.5185 122877
15.523 122894
15.5266 122911
15.5303 122928
15.5323 122945
15.5352 122962
15.5397 122979
15.5442 122996
15.5454 123013
15.5482 123030
15.5519 123047
15.5531 123064
15.5568 123081
15.5604 123098
15.5641 123115
15.5678 123132
15.5731 123149
15.5768 123166
15.5796 123183
15.5825 123200
15.5853 123217
15.5874 123234
15.591 123251
15.5947 123268
15.6 123285
15.6045 123302
15.6074 123319
15.6102 123336
15.6156 123352
15.6184 123368
15.6221 123384
15.6257 123400
15.6286 123416
15.6331 123432
15.6368 123448
15.6388 123464
15.6458 123480
15.6494 123496
15.6531 123512
15.6568 123528
15.6605 123544
15.6641 123560
15.6678 123576
15.6723 123592
15.6752 123608
15.678 123624
15.6817 123640
15.6853 123656
15.689 123672
15.6935 123688
15.6972 123704
15.7 123720
15.7045 123736
15.7082 123752
15.7111 123768
15.7147 123784
15.7201 123800
15.7237 123816
15.7258 123832
15.7294 123848
15.7331 123864
15.7401 123880
15.7421 123896
15.7474 123912
15.7503 123928
15.7531 123944
15.7568 123960
15.7605 123976
15.7641 123992
15.767 124008
15.7707 124024
15.7743 124040
15.778 124056
15.7809 124072
15.7837 124088
15.7874 124104
15.7894 124120
15.7923 124136
15.7968 124152
15.7988 124168
15.8025 124184
15.8061 124200
15.8098 124216
15.8127 124232
15.8155 124248
15.8192 124264
15.8229 124280
15.8265 124296
15.8294 124312
15.8322 124328
15.8367 124344
15.8412 124360
15.8424 124376
15.8453 124392
15.8489 124408
15.851 124424
15.8546 124440
15.8558 124456
15.8587 124472
15.8615 124488
15.8652 124504
15.8705 124520
15.8742 124536
15.8771 124552
15.8799 124568
15.8828 124584
15.8848 124600
15.8885 124616
15.8921 124632
15.8975 124648
15.902 124664
15.9048 124680
15.9077 124696
15.913 124712
15.9158 124728
15.9195 124744
15.9232 124760
15.926 124776
15.9305 124792
15.9342 124808
15.9362 124824
15.9424 124840
15.946 124856
15.9489 124872
15.9526 124888
15.9562 124904
15.9599 124920
15.9636 124936
15.9681 124952
15.9709 124968
15.9738 124984
15.9775 125000
15.9811 125016
15.9848 125032
15.9893 125048
15.993 125064
15.9958 125080
16.0003 125096
16.004 125112
16.0068 125128
16.0105 125144
16.0158 125160
16.0195 125176
16.0215 125192
16.0252 125208
16.0289 125224
16.0359 125240
16.0379 125256
16.0432 125272
16.046 125288
16.0489 125304
16.0526 125320
16.0562 125336
16.0599 125352
16.0628 125368
16.0664 125384
16.0701 125400
16.0738 125416
16.0766 125432
16.0795 125448
16.0832 125464
16.086 125480
16.0889 125496
16.0934 125512
16.0954 125528
16.0991 125544
16.1027 125560
16.1064 125576
16.1093 125592
16.1121 125608
16.1158 125624
16.1195 125640
16.1231 125656
16.126 125672
16.1296 125688
16.1333 125704
16.1378 125720
16.1398 125736
16.1427 125752
16.1464 125768
16.1484 125784
16.1521 125800
16.1541 125816
16.1561 125832
16.159 125848
16.1626 125864
16.168 125880
16.1716 125896
16.1728 125912
16.1757 125928
16.1777 125944
16.1806 125960
16.1826 125976
16.1863 125992
16.1899 126008
16.1953 126024
16.1998 126040
16.2026 126056
16.2055 126072
16.21 126088
16.2136 126104
16.2173 126120
16.2201 126136
16.2238 126152
16.2275 126168
16.232 126184
16.234 126200
16.2393 126216
16.243 126232
16.2459 126248
16.2495 126264
16.2524 126280
16.2561 126296
16.2606 126312
16.2651 126328
16.2671 126344
16.2699 126360
16.2736 126376
16.2773 126392
16.281 126408
16.2854 126424
16.2891 126440
16.292 126456
16.2965 126472
16.3001 126488
16.303 126504
16.3067 126520
16.312 126536
16.3157 126552
16.3177 126568
16.3214 126584
16.325 126600
16.332 126616
16.334 126632
16.3385 126648
16.3422 126664
16.3451 126680
16.3487 126696
16.3524 126712
16.3561 126728
16.3589 126744
16.3626 126760
16.3663 126776
16.3699 126792
16.3728 126808
16.3756 126824
16.3793 126840
16.3822 126856
16.385 126872
16.3895 126888
16.3915 126904
16.3952 126920
16.3989 126936
16.4026 126952
16.4054 126968
16.4091 126984
16.4119 127000
16.4156 127016
16.4193 127032
16.423 127048
16.4266 127064
16.4303 127080
16.4348 127096
16.4368 127112
16.4397 127128
16.4433 127144
16.4454 127160
16.449 127176
16.4511 127192
16.4531 127208
16.4568 127224
16.4604 127240
16.4649 127256
16.4686 127272
16.4698 127288
16.4735 127304
16.4755 127320
16.4784 127336
16.4804 127352
16.4824 127368
16.4844 127384
16.4881 127400
16.4934 127416
16.4971 127432
16.5 127448
16.5036 127464
16.5073 127480
16.511 127496
16.5147 127512
16.5175 127528
16.5212 127544
16.5249 127560
16.5293 127576
16.5314 127592
16.5367 127608
16.5404 127624
16.5432 127640
16.5469 127656
16.5497 127672
16.5534 127688
16.5579 127704
16.5624 127720
16.5636 127736
16.5673 127752
16.5701 127768
16.5738 127784
16.5775 127800
16.5812 127816
16.5857 127832
16.5885 127848
16.593 127864
16.5967 127880
16.5995 127896
16.6032 127912
16.6077 127928
16.6114 127944
16.6142 127960
16.6179 127976
16.6216 127992
16.6277 128008
16.6297 128024
16.6342 128040
16.6379 128056
16.6408 128072
16.6444 128088
16.6481 128104
16.6518 128120
16.6555 128136
16.6583 128152
16.662 128168
16.6656 128184
16.6685 128200
16.6713 128216
16.675 128232
16.6787 128248
16.6815 128264
16.686 128280
16.6881 128296
16.6917 128312
16.6954 128328
16.6991 128344
16.7019 128360
16.7056 128376
16.7085 128392
16.7121 128408
16.7158 128424
16.7195 128440
16.7232 128456
16.7268 128472
16.7313 128488
16.7334 128504
16.7362 128520
16.7399 128536
16.7419 128552
16.7456 128568
16.7484 128584
16.7505 128600
16.7541 128616
16.7578 128632
16.7623 128648
16.7651 128664
16.7672 128680
16.7708 128696
16.7729 128712
16.7757 128728
16.7777 128744
16.7806 128760
16.7826 128776
16.7863 128792
16.7908 128808
16.7945 128824
16.7965 128840
16.7985 128856
16.8014 128872
16.805 128888
16.8087 128904
16.8124 128920
16.8152 128936
16.8189 128952
16.8226 128968
16.8271 128984
16.8291 129000
16.8344 129016
16.8381 129032
16.841 129048
16.8446 129064
16.8475 129080
16.8511 129096
16.8556 129112
16.8593 129128
16.8613 129144
16.865 129160
16.867 129176
16.8707 129192
16.8744 129208
16.8781 129224
16.8826 129240
16.8854 129256
16.8899 129272
16.8928 129288
16.8956 129304
16.8993 129320
16.9038 129336
16.9075 129352
16.9103 129368
16.914 129384
16.9177 129400
16.9238 129416
16.9258 129432
16.9303 129448
16.934 129464
16.9368 129480
16.9405 129496
16.9442 129512
16.9479 129528
16.9515 129544
16.9544 129560
16.9581 129576
16.9617 129592
16.9646 129608
16.9674 129624
16.9711 129640
16.9748 129656
16.9776 129672
16.9821 129688
16.9842 129704
16.9878 129720
16.9915 129736
16.9952 129752
16.998 129768
17.0017 129784
17.0045 129800
17.0082 129816
17.0119 129832
17.0164 129848
17.0192 129864
17.0237 129880
17.0274 129896
17.0303 129912
17.0331 129928
17.0368 129944
17.0388 129960
17.0425 129976
17.0453 129992
17.0474 130008
17.051 130024
17.0547 130040
17.0592 130056
17.0621 130072
17.0641 130088
17.0653 130104
17.0677 130120
17.0698 130136
17.0719 130152
17.0748 130168
17.0769 130184
17.0798 130200
17.0819 130216
17.0864 130232
17.0894 130248
17.0914 130264
17.0929 130280
17.096 130296
17.0997 130312
17.1034 130328
17.107 130344
17.1093 130360
17.113 130376
17.1159 130392
17.1204 130408
17.1218 130424
17.1271 130440
17.1272 130456
17.13 130472
17.1329 130488
17.1391 130504
17.1428 130520
17.1466 130536
17.1495 130552
17.1508 130568
17.1545 130584
