time_s cwnd_bytes
9.71372 95593
9.71739 95614
9.72106 95635
9.74369 95656
9.74819 95677
9.75186 95698
9.75553 95719
9.75921 95740
9.7637 95761
9.7682 95782
9.77188 95803
9.77637 95824
9.78252 95845
9.78784 95866
9.79399 95887
9.80178 95908
9.80957 95929
9.81819 95950
9.82351 95971
9.82883 95992
9.83333 96013
9.83865 96034
9.84315 96055
9.846 96076
9.8505 96097
9.85582 96118
9.86196 96139
9.86564 96160
9.87014 96181
9.87628 96202
9.8816 96223
9.88528 96244
9.89142 96265
9.89674 96286
9.90124 96307
9.90656 96328
9.91188 96349
9.91638 96370
9.91923 96391
9.92373 96412
9.9274 96433
9.93108 96454
9.93557 96475
9.93842 96496
9.9421 96517
9.94577 96538
9.95027 96559
9.95394 96580
9.95679 96601
9.95964 96622
9.96496 96643
9.96781 96664
9.96984 96685
9.97434 96706
9.97719 96727
9.98086 96748
9.98206 96769
9.98491 96790
9.98941 96811
9.99308 96832
9.99428 96853
9.99796 96874
10.0025 96895
10.0037 96916
10.0065 96937
10.0085 96958
10.0114 96979
10.0142 97000
10.0179 97021
10.0389 97042
10.0434 97063
10.0471 97084
10.0507 97105
10.0544 97126
10.0589 97147
10.0634 97168
10.0671 97189
10.0716 97210
10.0769 97231
10.0822 97252
10.0875 97273
10.0945 97294
10.1015 97315
10.1101 97336
10.1154 97357
10.1216 97378
10.1261 97399
10.1314 97420
10.1359 97441
10.1387 97462
10.1432 97483
10.1485 97504
10.1547 97525
10.1584 97546
10.1629 97567
10.169 97588
10.1743 97609
10.178 97630
10.1841 97651
10.1895 97672
10.194 97693
10.2001 97714
10.2054 97735
10.2099 97756
10.2128 97777
10.2173 97798
10.2209 97819
10.2246 97840
10.2291 97861
10.232 97882
10.2356 97903
10.2393 97924
10.2446 97945
10.2483 97966
10.2512 97987
10.254 98008
10.2593 98029
10.2622 98050
10.265 98071
10.2695 98092
10.2724 98113
10.2761 98134
10.2773 98155
10.2809 98176
10.2854 98197
10.2891 98218
10.2903 98239
10.294 98260
10.2985 98281
10.2997 98302
10.3033 98323
10.3054 98344
10.3082 98365
10.3111 98386
10.3147 98407
10.3168 98428
10.3345 98449
10.339 98470
10.3426 98491
10.3463 98512
10.35 98533
10.3545 98554
10.359 98575
10.3626 98596
10.3671 98617
10.3716 98638
10.377 98659
10.3815 98680
10.3884 98701
10.3946 98722
10.4024 98743
10.4077 98764
10.4138 98785
10.4192 98806
10.4245 98827
10.429 98848
10.4318 98869
10.4363 98890
10.4416 98911
10.4478 98932
10.4515 98953
10.456 98974
10.4613 98995
10.4666 99016
10.4711 99037
10.4772 99058
10.4826 99079
10.4871 99100
